,chinese_name,director,episode,movie_name,movie_time,ranking,score,score_num,summary,tv_time,week,month,day,year
69,反叛的鲁路修,谷口悟朗,25,コードギアス 反逆のルルーシュ,,70.0,8.3,9475.0,2010年，超级大国“布里塔尼亚帝国”（Britannia）为了夺取日本的地下资源而侵略日本，在布里塔尼亚帝国强大的兵器Knightmare进攻下，日本在不到一个月的时间内被征服。日本被剥夺了自由、权利甚至是国家的名字，布里塔尼亚帝国将“日本”改称为“11区”，“日本人”这名词则被11这数字所取代。表面上看来布里塔尼亚帝国的统治似乎牢不可破，但其中早已出现了裂痕。,10/5/2006,,10,5,2006
70,银魂,藤田阳一,13,銀魂' 延長戦,,71.0,8.3,2540.0,内容是冷饭“よりぬき銀魂さん”精选集重播加新作动画。,10/4/2012,星期四,10,4,2012
71,数码兽大冒险,角铜博之,54,デジモンアドベンチャー,,72.0,8.3,4288.0,八神太一、石田大和、武之内素娜、城户丈、泉光子郎、太刀川美美、高石武、八神嘉儿这八位小朋友，在夏令营中受到召唤而到进入数码世界进行冒险。,,周日,,,
72,星空清理者,谷口悟朗,26,プラネテス,,73.0,8.3,1992.0,主角星野八郎太(ハチマキ)是一个普通雇员。他的职业是太空船机师，工作是在太空站将名叫Debris的宇宙废物回收。他为了能够有一艘属于自己的太空船，每天和同僚ユーリ、フィー和新人タナベ一起努力工作着。工作了四年，今年25岁的他，正渐渐开始考虑自己的生活方式。,10/4/2003,水曜日,10,4,2003
73,歌牌情缘,浅香守生,25,ちはやふる2,,74.0,8.3,2710.0,成为二年级学生的千早和太一等人，首次迎来后辈，在经历着作为前辈的痛苦与喜悦的同时，目标也直指竞争对手学校的强敌。更加充满激情的瑞泽高校歌牌部，将会一如既往地展开活力四射的青春群像剧——,1/11/2013,星期五,1,11,2013
74, ,鹤卷和哉,6,フリクリ,,75.0,8.3,3239.0,近未来的日本，一个叫做“疏濑”的城市中，市民过着平凡的生活，只不过，在城市的一角，山冈上面耸立着医疗机器制造厂建造的外形酷似熨斗的工厂，每天固定时刻，那个工厂都像刚烫完东西一样散发出大量蒸汽。,,,,,
75,爆漫王,秋田谷典昭,25,バクマン。3,,76.0,8.3,2669.0,ついに「週刊少年ジャック」での新連載『PCP』で、悲願の読者アンケート１位を勝ち取った真城最高と高木秋人。しかし「亜城木夢叶」として大きく成長を遂げつづける二人を、かつてない試練が襲う！,10/6/2012,,10,6,2012
76,十二国记,小林常夫,45,十二国記,,77.0,8.3,2224.0,中岛阳子是无论从哪方面看都是非常平凡的女高中生。一天，一个名叫“景麒”的金发青年突然出现，随后又出现了异形怪兽的袭击。,4/9/2002,星期二,4,9,2002
77,剧场版,宫本幸裕,1,劇場版 魔法少女まどか☆マギカ [新編] 叛逆の物語,10/26/2013,78.0,8.3,5225.0,鹿目圆，本来是一位拥有幸福日常生活的平凡人，直至为了解放残酷命运连锁的那天，她赌上身心去改变世界法则，拯救一众魔法少女。因为极度思念而奇迹般保着相关记忆的少女，晓美焰，在重组后的世界继续战斗，并一直盼望彼此带着值得怀缅的欢笑，再次相遇。于这样的一个世界中，魔法少女看到的究竟是希望，还是绝望？,,,,,
78,星际牛仔,渡边信一郎,1,カウボーイビバップ 天国の扉,9/1/2001,79.0,8.3,2627.0,2071年，即将迎接万圣节的火星都市阿尔帕城。在高速道路上一辆油罐车突然发生了爆炸，而在案发现场周边的人们，却也出现了原因不明的症状相继倒地，造成相关死伤者高达400人以上的惨案。警方认为这可能是使用不明生化武器的恐怖活动，火星政府也发出3亿乌隆的高额赏金缉凶。而在追查另一件盗刷货币卡案件的骇客嫌犯李‧山森的菲，却意外拍到了案发当时，现场所出现的一名手掌上有刺青的男子。为了3亿乌隆的赏金，于是BEBOP号上的四人＋一犬搭档，开始找寻这名男子的下落……,,,,,
79,福音战士新剧场版,摩砂雪,1,ヱヴァンゲリヲン新劇場版:序,9/1/2007,80.0,8.3,6047.0,突然袭向全世界的一个前所未有的大灾难“第二次冲击”。这灾害令接近半数人类死亡，世界各地亦留下了大破坏的痕迹。正当人们以为终于回复和平日子的时候──14岁的少年碇真嗣被父亲召来第三新东京市。,,,,,
80,水星领航员,佐藤顺一,26,ARIA The NATURAL,,81.0,8.3,1278.0,水の星AQUA（アクア）の観光都市ネオ・ヴェネツィアを舞台に、,4/2/2006,星期日,4,2,2006
81,棋魂,西泽晋,75,ヒカルの碁,,82.0,8.3,2798.0,小学生进藤光在爷爷家的仓库玩耍时，邂逅了千年前的棋士藤原佐为的魂魄并被强行附体，对围棋原本毫无兴趣的他要如何与佐为相处？,10/10/2001,,10,10,2001
82,虫师,长滨博史,1,蟲師 鈴の雫,5/16/2015,83.0,8.3,1046.0,ヒトから生まれ、ヒトとは成れぬ事を定められたモノが在った。,,,,,
83,高达,富野由悠季,50,∀ガンダム,,84.0,8.3,993.0,故事舞台是在遥远的未来，部分人类离开太阳系外，发展出高度的文明，这个文明的一架废弃机体(TurnX)漂流回到地球上，地球上的人惊觉外面有极高文明的人类，自己却连逆向工程复制一架废弃机体都做不到(过程中产生了TurnA)，地球上的人分成了两派，一方认为应该继续全力发展现存文明，急起直追；另一方则认为继续发展不可能追上，只有毁灭文明，重新从其他方式发展才能够追上。两派地球人各持TurnX和TurnA交战，在交战过程中，TurnA破坏了地球文明，部分留守地球的人在地球上重新建立起文明，而科技再度发展到类似第二次科技革命的时代。,4/9/1999,星期五,4,9,1999
84,化物语,新房昭之,15,化物語,,85.0,8.3,10430.0,所谓怪异——是因为世界上没有那种东西的存在。,7/3/2009,,7,3,2009
85,物怪,中村健治,12,モノノ怪,,86.0,8.3,2388.0,有一位在各地旅行并且携带斩魔剑斩除「妖怪」的卖药郎。,7/12/2007,,7,12,2007
86,皇家国教骑士团,所智一,10,HELLSING OVA,,87.0,8.3,2866.0,在一次对治某村庄食尸鬼的超自然事件时，平凡女警女警西洛斯·维多利亚遭到袭击，奄奄一息，关键时刻吸血鬼杀手阿尔卡特出现，铲除食尸鬼，并将西洛斯变成了吸血鬼的一员，她顺理成章也接触到了阿尔卡特背后的神秘组织，即为维护英国基督新教、与反基督怪物作战的皇家国教骑士团（Hellsing），在现任当家伊塔古拉·方布鲁克·维英格茨·赫尔辛的率领下，他们接手一桩桩危险且阴谋重重的任务。在这一过程中，与食尸鬼有关的事件层出不穷，死后背后有另一个神秘组织正在策划惊天阴谋。梵蒂冈特务局第十三课Iscariot机关局长安利哥·马克斯威尔、安德鲁森神父等重要人物相继现身，为了保护英国本土和基督新教，第九次十字军成立，而他们的对手则是纳粹余孽少校所率领的1000头食尸鬼组建的千禧年大军。,,,,,
87,夏目友人帐,大森贵弘,13,夏目友人帳 参,,88.0,8.2,5491.0,夏目玲子的孙子夏目贵志从奶奶的遗物中得到了那些契约书所做成的“友人帐”，同样他也能看到不会显现在人前的物体。而且也和玲子一样成为了被周围人疏远的一员，被同龄人叫成“骗子”。可是，作为唯一继承了玲子血统的他却做出了一个重要的决定：将玲子夺过来的妖怪们的名字一一归还。在这样的夏目的身边，开始聚集起各种各样的妖怪们……能看到妖怪的少年夏目贵志，与招财猫外表的妖怪猫咪老师一起，为大家讲述一个奇异、悲伤、怀念、令人感动的怪诞故事。,7/4/2011,星期一,7,4,2011
88,飞跃巅峰,庵野秀明,6,トップをねらえ!,,89.0,8.3,2333.0,"21世纪人类开始开发宇宙。但是宇宙生物群(通称宇宙怪兽,STMC)，一种以恒星作载体繁殖的生物来袭，使人类文明受到重大威胁。",,,,,
89,机器人总动员,安德鲁,1,Wall·E,,90.0,8.3,3092.0,“WALL·E”是WasteAllocationLoadLifters-Earth（地球废品分装员）的缩写，这种职业出现在2700年，因为地球的垃圾多到爆炸，整个星球几乎被垃圾掩埋了，罪魁祸首-人类-只得移居到太空船上，并且请一家叫Buynlarge公司清除地球的垃圾，待万物更新时再飞回地球安居。Buynlarge公司把这种叫WALL·E的机器人大批送往地球捡垃圾，但WALL·E并不适合地球的环境，大批量地来也大批量地坏，最后只剩下一个机器人还在日复一日的按照程序收拾废品。就这么过了几百年，仅存的WALL·E还在垃圾堆里淘到不少人造宝贝，它也开始有了自我意识，懂得什么是孤独。有一天一艘飞船突然降落，一个女机器人夏娃来到地球执行搜寻任务，捡垃圾的机器人“爱”上了Eve，但是它面临着两难的抉择，是跟夏娃飞离地球，还是继续按照身体里的程序捡一辈子的垃圾……,,,,,
90,永生之酒,大森贵弘,16,BACCANO! -バッカーノ!-,,91.0,8.3,5951.0,1711年在大西洋上，背井离乡的炼金术师们从恶魔手中得到了一样东西——那便是永生之酒。为了独占永生之酒的配方，在秘密之船上的众人开始互相残杀。1930年代的纽约的黑道中，年少有为的菲洛、傻瓜盗贼夫妇、200年老不死的炼金术士和他的助手，以及菲洛从小的玩伴、豪门千金、恐怖组织成员、年轻的列车长……这一群原本毫不相干的人却因永生之酒的复苏让他们的命运开始复杂交错起来。,7/26/2007, ,7,26,2007
91,太空丹迪,夏目真悟,13,スペース☆ダンディ シーズン2,,92.0,8.3,1632.0,,7/6/2014,星期日,7,6,2014
92,虫师,长滨博史,1,蟲師 日蝕む翳,,93.0,8.3,1677.0,日食发生之时，虫子最易活跃且容易发生状况，主人公银古守护的村子就出现了奇异的虫子遮天蔽日，人们最熟悉的太阳光芒即将消失。在苦苦寻找根源的时候，银古发现了一对身体奇特的姐妹，进而找到了虫子的“根”，与村民合力把根送到太阳照到的地方，解除了阳光被遮挡的危机。,1/4/2014,,1,4,2014
93,强风吹拂,野村和也,23,風が強く吹いている,,94.0,8.3,2148.0,夜晚。如同逃跑一般奔驰在城市中的藏原走。他的侧面，突然有辆自行车冲来。素不相识的男子，对阿走发问了。“喂！你很喜欢跑步吧！”,10/2/2018,星期二,10,2,2018
94,哆啦,善聪一郎, ,ドラえもん,,95.0,8.3,1624.0,『ドラえもん』は、藤子・F・不二雄の漫画作品『ドラえもん』を原作とするテレビアニメである。,4/15/2005,星期五,4,15,2005
95,水星领航员,佐藤顺一,1,ARIA The OVA ～ARIETTA～,,96.0,8.3,752.0,梦见成为Prima的灯里，开始对自己早已熟悉了的日常风景开始感到困惑不安。即使梦醒之后这种不安仍然没有消除，灯里的脑子里慢慢出现了这样一个疑问：“为什么艾莉西亚会选择自己（进ARIACompany）呢？”为了解答灯里梦中的疑问，艾莉西亚开始讲述自己的过去。慢慢的，灯里入社、ARIA公司的过往历史被一页页翻开。从创建ARIA的全能领航员奶奶开始，ARIA公司代代传承的东西和思想到底是什么呢？,,,,,
96,的奇妙冒险,津田尚克,26,ジョジョの奇妙な冒険,,97.0,8.2,5548.0,19世纪末，英国,10/5/2012,星期五,10,5,2012
97,新世纪福音战士剧场版,鹤卷和哉,2,新世紀エヴァンゲリオン劇場版 シト新生,3/15/1997,98.0,8.2,3657.0,《新世纪福音战士》电影版第1部。分为“DEATH篇（死亡篇）”与“REBIRTH篇（新生篇）”两个部分。“死亡篇”以原TV版动画第1集到第24集的内容为基础，重新剪辑了一个总结篇。“新生篇”内容承接第24集内容：,,,,,
98,比宇宙更远的地方,石塚敦子,13,宇宙よりも遠い場所,,99.0,8.2,5377.0,无论何时，我们的第一步总是从好奇心开始。,1/2/2018,星期二,1,2,2018
99,月的狮子,新房昭之,22,3月のライオン,,100.0,8.3,3546.0,独自居住在东京旧市街的17岁职业将棋棋士——桐山零。,10/8/2016,星期六,10,8,2016
100,光之美少女,长峰达也,49,ハートキャッチプリキュア!,,101.0,8.3,677.0,中学二年级的花咲蕾，在搬家的卡车上梦见心之大树被沙漠使徒袭击、CureMoonlight被击败的场面。从镰仓移居到祖母所在的希望之花市、转入私立明堂学园的蕾希望借着搬家的机会改变内向的自己，却总被我行我素而爱管闲事的同学——来海绘理香牵着鼻子走。在面对新环境而不知所措的蕾面前，曾在梦中看到过的心之大树的妖精，Chypre和Coffret出现了。与此同时沙漠使徒中的一人，蝎子丽娜追赶他们而来，并夺走了绘理香的心之花。为了拯救她，蕾决定变身为PrettyCure。,2/7/2010,星期日,2,7,2010
